age,location,occupation,income_level,fico_score,delinquency_status,charge_off_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag,account_age_days,earliest_credit_account_age_days,days_recent_trade_activity,delinquency_group
34,Houston,Banker,6979,754.0,0,0,1,0.8830452182256223,1,87849.39782816789,57944.17068673462,0.0,0,0,0,0,0,0,0,1695,446,125,Normal
66,Los Angeles,Banker,3658,671.0,0,0,1,1.3152839252184951,0,53835.24544088452,40905.63840523915,0.0,0,0,0,0,1,0,0,1054,1814,147,Normal
19,Boston,Software Developer,33059,689.0,0,0,1,0.972465870455914,0,46859.756162801685,33630.97621480985,0.0,0,0,0,0,0,1,1,988,2427,163,Normal
40,Dallas,Banker,5831,504.0,0,1,1,0.8620018255720505,0,89172.56100450103,55703.34516200835,1.0,1,1,0,0,1,0,0,445,207,90,Normal
54,New York,Software Developer,44758,612.0,0,0,1,1.5683375574630969,0,29718.41907222493,25457.931053761306,0.0,0,0,0,0,0,0,0,551,1647,236,Normal
49,Los Angeles,Banker,3462,479.0,110,1,1,2.717153525963829,0,24082.59764,10233.440221966644,4.0,2,4,1,1,0,0,0,278,1925,161,High
50,Houston,Other,6095,523.0,0,0,1,1.1327583317514611,0,53242.21191917757,51181.71351173535,1.0,1,2,0,0,0,0,0,778,1518,376,Normal
36,Atlanta,Artist,13556,794.0,0,0,1,1.2739351584354317,0,84576.69552139005,49461.05346347248,0.0,0,0,0,0,0,0,0,783,164,266,Normal
19,Dallas,Banker,9286,687.0,0,0,1,1.1393053696368256,0,95488.91447788014,72807.88679854783,0.0,0,0,1,0,1,0,0,778,2871,332,Normal
61,Seattle,Retail Worker,19127,469.0,0,0,1,1.4044960556528578,0,23410.11636320573,21349.819852566063,3.0,2,4,0,1,1,0,0,670,3189,349,Normal
49,New York,Teacher,6480,800.0,0,0,1,1.6835505865356584,0,31741.382001089634,30352.353060193185,0.0,0,0,0,0,0,0,0,1439,3230,264,Normal
23,Los Angeles,Other,5212,427.0,91,1,4,2.6517096222005785,1,13471.723040235229,4646.627484551929,3.0,2,4,0,1,0,0,1,941,3098,178,High
49,Atlanta,Banker,2151,645.0,0,0,1,1.1216108248431402,0,39183.04772503393,23201.82093197424,0.0,0,0,0,0,0,0,0,1344,1263,144,Normal
72,New York,Consultant,13845,790.0,0,0,1,1.6200260564282642,0,61892.80553670208,42635.8917,0.0,0,3,0,0,0,0,1,1592,3049,333,Normal
72,Miami,Banker,8671,614.0,0,0,1,1.1527214771437893,1,42792.697854962935,43249.53551646526,0.0,0,0,0,0,0,0,0,470,1630,267,Normal
73,Miami,Doctor,75939,641.0,0,1,1,1.4803288222741002,0,18851.61367,14381.99639604212,0.0,0,0,0,0,0,0,0,1286,869,307,Normal
41,Boston,Accountant,56295,745.0,0,0,1,1.3027319011106897,1,22235.081762979124,17829.289641392235,0.0,0,0,0,0,0,0,1,672,2667,320,Normal
22,Chicago,Other,3378,625.0,109,1,4,2.968098326872392,1,44615.20265235809,17406.66974156203,4.0,2,0,1,0,0,0,0,1325,2137,373,High
69,Houston,Banker,40624,526.0,46,1,1,0.9167796362662964,0,24245.44036199676,14761.526158375156,1.0,0,2,0,0,0,0,0,1257,2237,130,Normal
51,Miami,Retail Worker,10948,746.0,0,0,1,1.24877186,0,37593.87777805117,23682.58416355991,0.0,0,0,0,0,0,0,0,823,3185,238,Normal
39,New York,Consultant,15334,746.0,0,0,1,1.5459826376591712,0,74786.78937500033,59604.57704956085,0.0,0,0,0,0,0,0,0,1349,3667,67,Normal
28,Seattle,Consultant,13711,705.0,0,0,2,1.2525051032892087,0,23469.648363560696,17517.01022551047,0.0,0,3,0,0,0,0,1,294,840,169,Normal
65,Dallas,Accountant,49850,718.0,0,0,1,1.1582633272164755,0,26534.112706736123,15419.84548,0.0,0,0,0,0,0,1,0,863,1459,50,Normal
50,San Francisco,Accountant,34513,754.0,0,1,1,1.4532665208294806,0,53377.46416437956,48422.42586046383,0.0,0,0,1,0,0,1,0,970,409,278,Normal
26,New York,Consultant,15565,718.0,0,0,1,1.3911652038910245,0,25893.272226198453,20262.34248135845,0.0,0,0,0,0,0,0,0,103,1417,229,Normal
37,Dallas,Teacher,20383,656.0,0,0,1,0.9945955809972828,0,33023.11605036819,27331.338614008,0.0,0,0,0,0,0,0,0,382,210,165,Normal
36,New York,Other,2591,606.0,0,0,1,0.6476548266458909,0,71618.57243506712,47344.26839748878,0.0,0,4,0,0,0,0,1,880,1381,51,Normal
43,Dallas,Accountant,44859,614.0,0,0,1,1.3147514480390183,1,54788.61621740769,40421.07321919927,0.0,0,0,0,1,1,0,0,1667,365,288,Normal
20,Los Angeles,Teacher,57180,533.0,91,1,2,1.0703182256907653,1,41660.72155676167,20903.551134271136,4.0,2,1,1,1,0,0,1,763,359,75,High
36,Chicago,Engineer,30337,559.0,0,0,1,1.3665823327452689,0,40765.79629337803,37912.81347858998,2.0,0,2,0,0,0,0,0,1710,1978,395,Normal
37,Los Angeles,Banker,5005,760.0,0,1,1,0.8802620268456949,0,77102.37126146934,65984.46706953332,0.0,0,0,1,0,0,0,0,1104,3081,243,Normal
49,Seattle,Teacher,58534,831.0,0,0,1,1.3049963006135834,0,65847.85069491214,52050.48365914416,0.0,0,3,1,0,1,0,1,1667,683,304,Normal
24,Los Angeles,Banker,5562,775.0,0,0,1,0.7287861745582926,0,64989.70833075765,43296.75804774836,0.0,0,0,0,0,0,0,0,1685,3120,189,Normal
69,Houston,Other,7955,742.0,0,0,1,1.0403620862108414,0,36173.274186308976,28901.563213144585,0.0,0,0,1,0,0,0,0,1387,66,77,Normal
50,Los Angeles,Consultant,22929,568.0,0,0,1,1.738122535592871,1,10254.079951429385,6806.100279,2.0,1,2,0,0,0,0,0,1741,3652,377,Normal
56,Houston,Teacher,24629,814.0,0,0,1,1.0579353657722286,0,63455.86167696026,55029.74449484367,0.0,0,0,0,0,0,0,0,461,1738,68,Normal
35,Seattle,Other,4553,502.0,0,0,1,1.4818254632317789,0,52097.85535781302,30352.353060193185,2.0,0,1,1,0,0,0,0,780,2789,156,Normal
18,Chicago,Software Developer,25705,545.0,0,0,1,1.0597219311274433,0,72747.55650372825,58772.72406375538,1.0,0,2,0,0,0,0,0,1606,2809,59,Normal
28,Seattle,Banker,2779,704.0,0,0,1,1.6637897486984454,0,28154.104074023944,18633.041222632368,0.0,0,0,0,0,0,0,0,194,491,217,Normal
45,Los Angeles,Accountant,29999,820.0,0,0,1,1.4232909182966016,0,56566.00638375718,43234.14594934832,0.0,0,0,0,0,0,0,1,363,712,321,Normal
74,Atlanta,Banker,9314,738.0,0,0,1,0.6991663849667775,0,28697.15639134277,24138.454889450208,0.0,0,3,0,0,0,0,1,1084,1243,296,Normal
42,Seattle,Teacher,55452,658.0,0,0,1,1.7833033765050672,1,38974.74614834196,29854.77928643161,0.0,0,3,1,0,0,0,1,318,2930,293,Normal
67,Seattle,Other,5509,496.0,113,1,4,2.769260183990106,1,1831.0333772195863,677.9745244,3.0,2,4,1,1,0,0,0,546,661,192,High
40,Dallas,Other,6131,819.0,0,0,1,1.8448500112566408,0,40250.98938821934,28671.485170803902,0.0,0,0,0,0,0,0,0,590,148,213,Normal
48,San Francisco,Banker,5026,828.0,0,0,1,0.9658443623980631,0,57971.05532,38841.03081431484,0.0,0,0,0,0,1,0,0,318,1608,134,Normal
52,San Francisco,Artist,16928,561.0,102,1,1,1.5947401508655583,1,30931.5564,12029.159418690668,3.0,1,4,1,1,0,0,1,1433,1536,216,High
33,Miami,Banker,4911,577.0,105,0,4,1.3276625666228024,0,16208.598567707471,4587.185835904383,4.0,2,1,0,1,1,0,0,106,2498,42,High
43,Atlanta,Accountant,55499,374.0,90,1,2,1.616548657672804,0,17814.87109159136,7519.966970395204,4.0,2,3,1,1,1,0,1,722,2993,159,High
65,Chicago,Accountant,51636,495.0,0,0,1,1.4898137031037713,0,98129.30989353827,54662.76459241794,3.0,1,4,1,1,1,0,0,1381,3577,108,Normal
74,Miami,Teacher,45373,481.0,5,0,1,1.119628657798872,0,48843.82537482268,29677.851562477987,4.0,2,4,0,0,1,0,0,760,986,91,Normal
69,Houston,Accountant,25550,604.0,0,0,1,1.4947788983700403,0,88806.20746572624,65018.67566073395,0.0,0,0,0,0,0,0,0,892,505,70,Normal
19,Los Angeles,Consultant,13717,739.0,0,0,1,1.502732785924173,0,93001.67315741032,63350.14931,0.0,0,3,0,0,0,0,1,210,671,154,Normal
65,Boston,Teacher,20492,739.0,0,0,1,1.2626193831849353,0,35627.90671,30913.41019335573,0.0,0,0,1,0,0,0,1,1387,874,248,Normal
29,Seattle,Banker,6117,773.0,0,0,1,1.530200797244078,0,86987.27414460777,66920.60915932676,0.0,0,0,1,0,0,0,0,284,95,248,Normal
54,Los Angeles,Other,8170,491.0,90,1,4,3.0236126496041384,0,18175.205039844885,3840.861666559321,4.0,1,4,0,1,1,0,0,475,733,402,High
58,San Francisco,Banker,4233,356.0,97,1,3,2.7076255629917907,0,29435.76755243835,7887.666199183368,4.0,1,3,1,0,1,0,0,860,1096,400,High
36,Boston,Banker,3773,552.0,91,1,1,2.7416501751540827,0,24579.16404903727,10463.822752494669,3.0,1,1,1,1,1,0,0,1543,268,205,High
65,San Francisco,Other,4220,678.0,111,0,2,2.829727585013796,1,8982.887553967941,2983.422378810313,4.0,1,0,1,1,1,0,0,1712,177,298,High
33,Los Angeles,Accountant,22791,633.0,0,0,1,1.714087347513542,0,68235.12699718651,46664.31028155239,0.0,0,0,0,0,0,0,0,1655,2309,402,Normal
20,Houston,Retail Worker,23756,534.0,0,0,1,1.357349559084858,1,80340.68686515788,73144.86267,2.0,1,2,0,0,0,0,1,354,76,65,Normal
41,Miami,Teacher,35534,335.0,99,1,3,1.223981117313554,1,4600.663941173609,1225.1133574181436,4.0,1,4,0,1,1,0,0,931,623,252,High
71,Chicago,Accountant,35110,613.0,0,0,1,1.062126333703319,0,23072.39983,14060.321816685806,0.0,0,0,0,0,0,0,0,826,440,197,Normal
41,Miami,Banker,2356,586.0,0,0,1,1.0670636349162803,1,40604.75215953351,38155.33636798137,1.0,0,2,0,0,0,0,0,295,176,401,Normal
69,Seattle,Consultant,14267,775.0,0,0,1,1.5205945966641552,0,53976.79255,34065.072391224785,0.0,0,0,0,0,0,0,0,1355,1709,338,Normal
28,Seattle,Banker,7446,406.0,90,1,2,1.8298862320265568,1,13939.524441881456,6717.281421699922,3.0,2,4,1,0,0,0,0,388,3108,305,High
25,Dallas,Teacher,23012,733.0,0,0,1,1.544312280941862,0,14747.12427979131,11590.158165784404,0.0,0,0,0,0,0,0,0,1099,3374,329,Normal
55,Los Angeles,Banker,7128,714.0,0,0,1,1.8138159205946305,0,21191.598864274933,14735.616644027585,0.0,0,0,0,0,1,0,0,1833,2329,206,Normal
57,Dallas,Other,4621,559.0,107,1,10,2.075571954025514,1,42296.995934389866,13091.41363050765,4.0,2,1,1,1,0,0,0,739,3445,241,High
37,Miami,Consultant,13698,486.0,107,1,1,1.7973191100373918,0,5631.511920445924,1649.6623651721768,4.0,2,3,1,0,1,1,0,1086,772,139,High
52,Los Angeles,Retail Worker,14109,678.0,86,0,4,1.770764837022712,0,19532.629263233302,12119.155308276871,2.0,1,0,1,0,0,0,0,885,266,255,High
65,Los Angeles,Other,5851,640.0,0,0,1,1.0353947857627503,0,47194.03609964476,45154.22156895585,0.0,0,0,0,0,0,1,0,1795,533,174,Normal
52,Chicago,Other,8270,641.0,0,0,1,1.341389158480435,0,11318.031346710872,30352.353060193185,0.0,0,0,0,0,0,0,0,1198,396,387,Normal
42,Miami,Other,7932,548.0,0,0,1,1.4445308196066295,0,30721.524016306663,19802.87885934181,2.0,1,1,0,0,0,0,0,902,3060,183,Normal
46,Miami,Doctor,88285,626.0,0,0,1,0.6313287364342662,0,59961.257684096825,46331.26450779466,0.0,0,0,0,0,1,0,0,923,3169,218,Normal
35,Seattle,Consultant,13892,623.0,0,0,1,1.341122356103281,0,55512.70428638804,40032.428233184415,0.0,0,0,0,0,0,0,0,1773,2131,109,Normal
71,Miami,Banker,4341,377.0,114,1,2,1.973315828711499,0,16270.386077643396,5634.200888261843,3.0,2,4,0,1,1,0,0,1700,1785,326,High
52,Dallas,Other,7047,713.0,0,0,1,1.2445725592700414,0,74271.94955368296,61721.62113717339,0.0,0,0,0,0,1,0,0,1387,3558,201,Normal
33,Boston,Banker,2804,464.0,113,1,3,3.277050895102745,1,44547.05478460608,15360.13079435705,3.0,2,4,1,1,1,1,0,1369,1078,179,High
58,Miami,Artist,16176,549.0,0,0,1,0.78084097,0,33036.86173525421,21874.655935246745,2.0,1,2,0,0,1,0,0,607,668,383,Normal
53,New York,Other,2178,667.0,0,0,1,1.0657930860948877,0,14409.745040760725,7683.647730185733,0.0,0,0,0,0,0,0,1,1193,2570,111,Normal
21,Atlanta,Engineer,56503,752.0,0,0,1,1.2227121435470285,0,56106.583537337385,36795.55298885344,0.0,0,0,0,0,0,0,0,1413,2218,301,Normal
50,Miami,Other,5706,709.0,0,0,1,1.1853079554388288,0,85747.50913,64430.55987889936,0.0,0,0,0,0,0,0,0,1786,291,303,Normal
31,San Francisco,Teacher,52606,728.0,0,0,1,1.0422144611699629,0,48855.54991,44112.96171690666,0.0,0,0,0,0,0,0,0,1262,3159,309,Normal
65,San Francisco,Retail Worker,17794,554.0,5,0,1,0.877780102,0,65424.31590301107,45348.55142211455,1.0,1,1,0,0,0,0,0,1011,465,47,Normal
37,Chicago,Teacher,42203,560.0,0,0,1,1.045130582787528,0,38575.59537435139,29672.27944130127,1.0,1,1,0,0,0,0,0,1142,2306,266,Normal
73,Miami,Accountant,42740,767.0,0,0,1,2.496685772522682,0,68363.13682837506,53852.55674989263,0.0,0,0,1,0,1,0,0,580,2558,286,Normal
20,Dallas,Teacher,52352,642.0,0,0,1,1.456872283,0,43164.724447288274,32413.476727096386,0.0,0,4,0,0,1,0,1,285,2143,318,Normal
34,Atlanta,Banker,4334,527.0,0,0,1,0.9690435433220158,0,89586.45069680242,76474.75369238893,1.0,0,2,0,0,0,1,0,275,2249,98,Normal
50,Dallas,Other,8596,364.0,97,1,3,2.434917777078154,1,38150.35327914423,14890.33663444123,4.0,1,4,0,1,0,1,0,1039,1359,244,High
65,New York,Accountant,48127,604.0,0,0,1,0.7492082524804393,1,67923.30660787759,67898.20635666116,0.0,0,0,1,1,0,0,0,241,2238,299,Normal
29,Los Angeles,Doctor,54160,513.0,0,1,1,1.530646324212667,0,65352.01623,48372.60563,1.0,1,3,0,0,1,0,1,1861,1093,264,Normal
68,Los Angeles,Accountant,43063,674.0,0,0,1,1.4545793142393704,0,41959.25075513516,31641.44688912537,0.0,0,4,0,0,0,0,1,1013,3435,377,Normal
72,Boston,Other,5198,547.0,0,0,1,1.3401276769873802,0,87837.79912703348,72555.98934192928,2.0,1,2,0,0,1,0,0,1856,2791,248,Normal
63,San Francisco,Banker,2460,609.0,0,0,1,1.118351449321393,0,10453.980329062024,8507.945286911205,0.0,0,0,0,0,0,0,0,633,2652,50,Normal
47,Seattle,Accountant,36645,513.0,1,0,1,1.5837630170576311,1,50362.25273,31558.946263549347,1.0,0,3,0,0,1,0,1,368,2607,188,Normal
55,Dallas,Retail Worker,13143,437.0,0,0,1,1.1874977243079854,0,82367.72986025503,44531.68290903032,3.0,2,4,1,0,1,0,0,1314,3209,392,Normal
55,Chicago,Banker,9080,521.0,0,0,1,1.9073121507785884,0,96189.36989698053,61722.49920329759,2.0,0,1,0,0,0,0,0,490,1166,178,Normal
62,Atlanta,Software Developer,4908,811.0,0,0,1,0.6274720435180602,0,73274.29548581243,49458.96780714559,0.0,0,0,0,0,0,0,0,1801,3093,253,Normal
68,Chicago,Banker,8152,662.0,0,0,1,0.963038971,0,92914.45929926014,72108.93631,0.0,0,0,0,0,0,0,0,1310,1329,249,Normal
71,New York,Consultant,15256,469.0,105,1,1,1.7118981431740017,1,49495.09529705107,22292.116927146515,4.0,2,3,1,1,1,0,1,920,174,309,High
51,San Francisco,Banker,2605,627.0,0,0,1,0.9068261686055444,0,11093.425222456655,8652.681572,0.0,0,0,0,0,0,0,0,712,2842,233,Normal
38,Dallas,Banker,2407,497.0,0,0,1,1.2457926012832654,0,95902.17951270194,76255.99142448172,3.0,1,4,0,0,1,0,0,1689,1145,263,Normal
47,Houston,Doctor,42686,751.0,0,0,1,1.7246666031852822,0,43416.03178215205,31198.983643569496,0.0,0,0,1,0,0,0,0,690,873,173,Normal
50,Los Angeles,Banker,3060,426.0,119,0,3,1.6087168324823342,1,43251.94719229924,30352.353060193185,4.0,2,4,0,1,0,0,0,1793,3530,219,High
45,San Francisco,Banker,3891,729.0,7,0,1,1.8054338245743755,0,24209.05753575142,19788.69586903728,0.0,0,0,1,0,1,0,1,472,2081,89,Normal
50,Atlanta,Teacher,21494,659.0,0,0,1,0.6426513174759296,0,17669.37360495838,14893.01588711692,0.0,0,0,0,0,1,0,0,1795,361,178,Normal
21,Chicago,Software Developer,68425,618.0,0,0,1,3.2172185245761065,0,82602.93895,60026.95607178242,0.0,0,0,0,0,0,1,0,1808,3497,283,Normal
34,New York,Accountant,40766,787.0,0,0,1,1.0228285221023037,0,25213.30786412835,22288.92032246061,0.0,0,0,0,0,0,0,0,856,202,310,Normal
61,Chicago,Teacher,30826,778.0,0,0,1,1.596676210596199,0,14213.372252433252,11879.643351618744,0.0,0,0,0,0,0,0,0,1147,1960,128,Normal
45,San Francisco,Doctor,32719,783.0,0,1,1,0.7854564201241429,0,61298.52066809552,48592.62135597927,0.0,0,3,0,0,0,0,1,1867,1599,296,Normal
47,Atlanta,Doctor,91860,663.0,30,0,2,2.2648073284087875,1,21484.00821943418,16149.220203512095,2.0,0,0,0,1,0,0,0,1016,3239,44,Normal
70,Chicago,Accountant,48960,472.0,14,0,1,1.4418254131696964,0,41508.17583005264,26264.0945274402,3.0,1,4,1,0,1,0,0,1573,642,93,Normal
23,Dallas,Banker,3701,773.0,0,0,1,2.2745954869183125,0,55532.95749755733,51923.04169632056,0.0,0,0,0,0,0,0,0,1232,1172,290,Normal
52,Atlanta,Artist,20907,692.0,0,0,1,1.0111435881208617,0,47704.23065886615,40461.22537432811,0.0,0,0,0,0,0,0,0,202,1413,345,Normal
58,New York,Accountant,33808,563.0,119,1,4,2.7947965383880007,1,24621.054590915468,10540.381424338571,3.0,1,1,1,0,1,0,0,1785,315,65,High
54,Boston,Other,9102,337.0,104,0,2,1.746016497989379,1,52778.12775180584,9736.8142,4.0,1,4,1,1,1,0,0,183,1208,235,High
41,Chicago,Teacher,29699,754.0,0,0,1,1.0129938754010053,0,96784.71989594812,69083.04334793055,0.0,0,3,0,0,0,0,1,1192,2187,97,Normal
46,Houston,Banker,2017,795.0,0,0,1,1.269540530892389,0,70674.03716,57903.00559528221,0.0,0,0,0,0,0,0,0,1403,1587,136,Normal
66,Boston,Teacher,41439,543.0,0,0,1,1.065025707794014,0,32713.180494208907,29270.342000818684,2.0,0,2,0,0,0,0,1,413,1029,286,Normal
63,San Francisco,Teacher,25312,570.0,0,0,1,0.7976630993574866,0,74262.31095729949,68086.61685226076,1.0,0,1,0,0,0,0,0,632,263,44,Normal
70,Miami,Accountant,2440,753.0,0,0,1,1.727012839,0,82961.12530648499,63270.513313519004,0.0,0,0,0,0,0,0,0,1400,3029,162,Normal
48,Houston,Banker,5736,685.0,0,0,1,1.1067431827109435,0,28764.446929063542,24569.89403240482,0.0,0,3,0,0,0,0,1,1762,2445,177,Normal
52,Houston,Other,9935,554.0,99,1,10,2.8460340479717647,1,33335.45226634453,16626.121357961132,3.0,1,1,1,0,1,0,1,669,69,185,High
69,Houston,Other,7974,592.0,0,0,1,0.552291639,0,17507.86703023486,14832.384297361696,2.0,1,1,0,0,0,0,0,1244,1514,267,Normal
38,Atlanta,Teacher,28376,644.0,0,0,1,1.303513342300001,0,85667.96211855057,44507.50990063843,0.0,0,0,0,0,0,0,0,1231,646,312,Normal
49,San Francisco,Teacher,21607,546.0,0,0,1,1.604827928170219,0,58098.28084073215,42971.428059114034,1.0,0,2,0,0,0,0,0,1622,460,229,Normal
40,Chicago,Teacher,25943,642.0,0,0,1,0.8964667927985549,0,88259.00600505662,62621.08493157806,0.0,0,0,0,0,0,0,1,1663,3458,314,Normal
50,Los Angeles,Doctor,41243,802.0,0,0,1,1.0436895780513566,0,87547.71480314876,61699.15887,0.0,0,0,0,0,0,0,0,1861,2731,313,Normal
35,San Francisco,Banker,5669,626.0,0,0,1,1.022406338954797,0,480779.1433775579,17952.158114180085,0.0,0,4,1,0,0,0,1,1234,3145,180,Normal
42,Dallas,Other,22056,731.0,0,0,1,1.2330333956498942,0,74693.226,62905.35765717554,0.0,0,0,0,0,0,0,1,981,1757,223,Normal
48,Dallas,Other,3712,707.0,0,1,1,1.0778747578096743,0,49767.96466400562,33858.927018269795,0.0,0,0,0,0,0,0,0,908,58,154,Normal
71,San Francisco,Retail Worker,16215,377.0,110,1,1,1.0168013156107794,1,22442.01915436132,6075.156927612034,4.0,2,3,0,1,1,0,1,653,634,274,High
20,New York,Teacher,16160,666.0,0,0,1,1.5366705358873298,1,105020.94722073757,79836.53851696392,0.0,0,0,0,0,0,0,0,572,2581,117,Normal
63,Miami,Teacher,18371,779.0,3,0,1,1.0175440095039074,0,87363.95429615527,76152.96192125687,0.0,0,0,0,0,0,1,0,467,2848,263,Normal
41,Chicago,Teacher,29879,635.0,0,0,1,1.3790976470446128,0,67805.52311,46474.99290272746,0.0,0,0,0,0,0,0,0,1207,1743,271,Normal
67,Los Angeles,Banker,3516,608.0,0,0,1,2.5062133666030904,0,71570.2285,46652.92988787908,0.0,0,0,0,0,0,1,0,1801,3054,260,Normal
49,Miami,Software Developer,62679,698.0,0,0,1,1.7077640773693157,0,104258.11395833432,61734.21107780472,0.0,0,0,0,0,0,0,0,634,3384,340,Normal
64,New York,Accountant,34960,714.0,9,0,1,1.8621096249469065,1,60853.91797474329,54103.185483357294,0.0,0,0,0,0,1,0,0,233,255,285,Normal
39,Los Angeles,Other,5534,464.0,92,0,2,1.757486997076958,0,2358.440548895962,1152.5936856996248,4.0,1,3,1,1,1,0,0,1004,3494,80,High
40,Seattle,Banker,9523,602.0,0,0,1,1.1892372646765528,0,67668.71905478383,51507.61784913541,0.0,0,0,0,0,0,0,0,1371,1524,268,Normal
44,San Francisco,Teacher,17932,736.0,0,0,1,1.0742692988957814,0,81723.08179094887,59012.19174881692,0.0,0,4,0,0,0,1,0,1586,3597,234,Normal
59,San Francisco,Accountant,46749,383.0,100,1,10,2.751763894640128,0,46163.74247237299,14608.28680623958,4.0,2,4,1,0,1,0,0,1373,3234,339,High
19,New York,Banker,6259,716.0,0,0,1,1.0761240844621207,0,78166.13410946107,66799.68771302895,0.0,0,0,0,0,0,0,0,1725,2457,310,Normal
43,Seattle,Teacher,21037,423.0,0,1,1,1.220156977770717,0,35166.752685469975,26022.903327807428,4.0,1,3,0,0,1,1,0,1128,202,194,Normal
57,Los Angeles,Banker,8579,634.0,0,0,1,0.8052005067471124,0,103970.35400906448,78937.80341,0.0,0,0,0,0,0,1,0,1048,3469,281,Normal
50,New York,Banker,9214,501.0,0,1,1,0.8253169461401366,0,75222.38359667662,64337.94935541156,2.0,1,2,0,0,1,0,0,100,1719,93,Normal
26,Seattle,Accountant,19406,712.0,0,0,1,0.6955275256124387,1,27100.93730953219,18465.0150183926,0.0,0,0,0,0,0,0,0,1426,1334,101,Normal
60,Houston,Artist,12116,591.0,0,0,1,1.022449192,0,34327.15204548565,29655.781506458174,1.0,1,1,0,0,0,0,0,411,2510,207,Normal
65,New York,Engineer,75127,574.0,0,0,1,1.5415889086124008,0,52522.87248832691,42184.59302083409,1.0,1,2,0,0,0,0,1,1402,1614,50,Normal
46,New York,Teacher,58436,380.0,0,0,1,1.0866406807401203,0,63452.1058,43689.7268883549,3.0,2,4,0,1,1,0,0,1001,2741,327,Normal
59,Dallas,Teacher,39411,465.0,119,1,6,1.4139737221990245,1,42361.80453895591,10766.792314869275,4.0,1,3,0,1,0,1,0,525,3138,180,High
72,Dallas,Other,7209,432.0,0,0,1,1.157534809098698,0,54176.818803587004,47856.85597565809,3.0,1,4,0,0,1,1,1,338,2690,372,Normal
67,Atlanta,Retail Worker,13823,567.0,0,0,1,0.9088330159883272,1,31065.971151437727,19928.924373527378,2.0,0,2,0,0,0,0,0,1522,1364,353,Normal
30,Seattle,Teacher,23840,540.0,0,0,1,1.3693990717057387,0,88875.98912,52431.78110993418,1.0,0,2,0,0,0,0,0,481,969,89,Normal
24,San Francisco,Doctor,67759,718.0,0,0,1,0.7698789533000693,0,80624.53063935865,66361.29354619548,0.0,0,0,0,0,0,0,0,1301,1219,342,Normal
74,Houston,Consultant,16322,634.0,0,0,1,1.892138874016916,1,54919.542546529134,49881.30947535293,0.0,0,4,0,0,0,0,1,1101,2128,379,Normal
62,Dallas,Banker,3904,448.0,106,1,4,2.233797746803469,1,34922.40499535167,11346.613784333378,3.0,2,4,1,1,1,1,1,395,3156,144,High
18,Atlanta,Other,9659,650.0,0,0,1,0.9806100169373948,0,76690.27982018265,60651.72455976808,0.0,0,0,0,0,0,0,0,881,628,311,Normal
25,San Francisco,Teacher,24124,503.0,117,1,3,2.2925939918689364,0,37808.38181754567,11464.984033632149,4.0,2,1,0,1,0,0,0,732,894,52,High
63,Atlanta,Retail Worker,19008,551.0,0,0,1,1.6209079643612296,1,65644.56526250331,45080.55866,2.0,1,1,0,0,0,0,0,589,2201,284,Normal
31,Dallas,Consultant,16606,385.0,115,0,4,1.767059414270497,1,11909.909805219288,3645.836271879376,4.0,2,4,1,0,1,0,0,639,2034,212,High
29,Chicago,Other,9079,807.0,0,0,1,1.463088158154779,0,28940.768835877887,27912.91314953172,0.0,0,0,0,0,1,0,0,1726,1640,352,Normal
40,Atlanta,Software Developer,9844,591.0,0,0,1,1.3601545216141244,0,30358.43759864446,20858.44367879989,2.0,1,2,1,0,0,0,0,869,751,104,Normal
32,Atlanta,Other,9787,481.0,96,0,1,1.9173290840371944,1,44712.97313627833,19164.683608064173,3.0,1,4,1,1,0,0,1,1328,2943,49,High
19,Boston,Accountant,34098,732.0,0,0,1,0.9432549912536958,0,11537.35968776161,9729.46606579872,0.0,0,0,0,0,0,0,0,1808,3606,78,Normal
40,Atlanta,Doctor,47381,339.0,112,1,4,1.7228136583619396,1,12709.95953369065,3976.9861202151824,4.0,2,4,1,1,0,0,0,1569,2556,366,High
39,New York,Consultant,14292,793.0,0,0,1,0.926668414,0,40452.09433565287,26887.55442007428,0.0,0,0,0,0,0,0,0,903,2060,105,Normal
68,New York,Other,42057,679.0,0,0,1,1.2564174704052595,0,76589.44765750684,55238.47120623863,0.0,0,0,0,0,0,0,1,60,3619,303,Normal
